year,area,area_name,racecomp,xtype,hp
2024,37,North Carolina,Hispanic,Share of struggling households,.1140826
2024,37,North Carolina,Hispanic,Share of all households,.08258459
2024,37,North Carolina,Hispanic,Difference (% pts.),.031498007
2024,37,North Carolina,Asian,Share of struggling households,.02352302
2024,37,North Carolina,Asian,Share of all households,.030738344
2024,37,North Carolina,Asian,Difference (% pts.),-.0072153248
2024,37,North Carolina,Other,Share of struggling households,.047734153
2024,37,North Carolina,Other,Share of all households,.045524221
2024,37,North Carolina,Other,Difference (% pts.),.0022099316
2024,38,North Dakota,White,Share of struggling households,.77492213
2024,38,North Dakota,White,Share of all households,.83039582
2024,38,North Dakota,White,Difference (% pts.),-.055473685
2024,38,North Dakota,Black,Share of struggling households,.039971735
2024,38,North Dakota,Black,Share of all households,.03298578
2024,38,North Dakota,Black,Difference (% pts.),.0069859549
2024,38,North Dakota,Hispanic,Share of struggling households,.05632098
